filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./deeplake/api/tests/test_none.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,165,8,63,[165],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_none.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,190,4,36,[190],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_none.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,191,4,36,[191],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_none.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,192,4,44,[192],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_none.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,222,4,47,[222],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pickle.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with pickle module.,4,0,13,[4],https://bandit.readthedocs.io/en/1.8.3/blacklists/blacklist_imports.html#b403-import-pickle
./deeplake/api/tests/test_pickle.py,blacklist,B301,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/502.html,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",36,19,43,[36],https://bandit.readthedocs.io/en/1.8.3/blacklists/blacklist_calls.html#b301-pickle
./deeplake/api/tests/test_pickle.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,37,4,51,[37],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pickle.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,4,51,[38],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pickle.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,39,4,59,[39],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pickle.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,40,4,73,[40],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pickle.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,41,4,55,[41],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pickle.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,67,4,56,"[67, 68, 69]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,20,16,47,[20],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,22,12,40,[22],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,23,12,60,[23],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,24,12,55,[24],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,26,12,13,"[26, 27, 28, 29]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,12,13,"[30, 31, 32, 33, 34]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,35,12,83,[35],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,36,12,13,"[36, 37, 38, 39]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,44,12,49,[44],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,65,4,75,[65],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,68,4,5,"[68, 69, 70, 71]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,73,4,5,"[73, 74, 75]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,77,4,87,[77],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,78,4,86,[78],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,97,4,79,[97],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,105,4,80,[105],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,108,4,5,"[108, 109, 110]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,120,8,60,[120],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,121,8,52,[121],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,132,8,77,[132],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,133,8,85,[133],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,134,8,77,[134],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,135,8,75,[135],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,136,8,85,[136],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,137,8,9,"[137, 138, 139]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,140,8,9,"[140, 141, 142]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,143,8,79,[143],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,144,8,81,[144],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_point_cloud.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,145,8,75,[145],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_polygons.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,28,8,44,[28],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_polygons.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,12,37,[30],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_polygons.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,31,12,35,[31],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_polygons.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,33,16,49,[33],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_polygons.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,36,8,57,[36],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,25,8,77,[25],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,32,4,27,[32],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,35,8,67,[35],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,45,12,48,[45],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,54,4,23,[54],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,59,4,23,[59],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,60,4,38,[60],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,61,4,38,[61],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,64,4,23,[64],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,65,4,38,[65],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,66,4,38,[66],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,71,4,23,[71],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,81,8,74,[81],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,83,8,31,[83],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,87,4,27,[87],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,91,4,70,[91],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,101,8,31,[101],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,103,8,76,[103],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,105,8,76,[105],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,123,8,31,[123],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,130,8,31,[130],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,136,4,27,[136],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,143,8,31,[143],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,156,8,31,[156],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,158,8,28,[158],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,159,8,39,[159],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,160,8,49,[160],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,163,4,27,[163],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,165,4,24,[165],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,166,4,35,[166],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,167,4,45,[167],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,249,8,35,[249],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,250,8,35,[250],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,253,8,35,[253],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,254,8,35,[254],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,257,8,35,[257],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,258,8,35,[258],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,297,4,52,[297],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,298,4,52,[298],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,299,4,48,[299],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,300,4,52,[300],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,307,4,52,[307],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,308,4,48,[308],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,309,4,52,[309],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,318,8,46,[318],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,322,4,42,[322],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,349,8,58,[349],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,350,8,54,[350],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,355,8,58,[355],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,356,8,54,[356],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,373,4,27,[373],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_pop.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,374,4,66,[374],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_readonly.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,13,4,23,[13],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_readonly.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,21,4,33,[21],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_readonly.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,22,4,40,[22],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_readonly.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,24,4,58,[24],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
